 ==  = 
|    Run |            SelectedLS |     Recorded |                HLTpath |                  L1bit |    Effective |
| 175881 |               [1-160] |   5.342(/pb) | HLT_HT350_v8(850,1700, |         "L1_HTT100"(1) |  38.159(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175881 |               [1-160] |   5.342(/pb) | HLT_HT400_v8(850,1700, |         "L1_HTT100"(1) |  76.318(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175881 |               [1-160] |   5.342(/pb) | HLT_HT450_v8(850,1700, |         "L1_HTT100"(1) | 178.075(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175881 |               [1-160] |   5.342(/pb) | HLT_HT500_v8(850,1700, |         "L1_HTT100"(1) | 267.113(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175881 |               [1-160] |   5.342(/pb) | HLT_HT550_v8(850,1700, |         "L1_HTT100"(1) | 356.151(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175881 |               [1-160] |   5.342(/pb) | HLT_HT600_v1(850,1700, |         "L1_HTT100"(1) |   5.342(/pb) |
|        |                       |              |                  2550) |                        |              |
| 175881 |               [1-160] |   5.342(/pb) | HLT_HT650_v1(850,1700, |         "L1_HTT100"(1) |   5.342(/pb) |
|        |                       |              |                  2550) |                        |              |
| 175886 |               [1-280] |   8.550(/pb) | HLT_HT150_v8(850,1700, |    "L1_HTT50"(1,10,13) |  33.930(/ub) |
|        |                       |              |                  2550) |                        |              |
| 175886 |               [1-280] |   8.550(/pb) | HLT_HT200_v8(850,1700, |          "L1_HTT75"(1) |   5.030(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175886 |               [1-280] |   8.550(/pb) | HLT_HT250_v8(850,1700, |         "L1_HTT100"(1) |  12.215(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175886 |               [1-280] |   8.550(/pb) | HLT_HT300_v9(850,1700, |         "L1_HTT100"(1) |  28.502(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175886 |               [1-280] |   8.550(/pb) | HLT_HT350_v8(850,1700, |         "L1_HTT100"(1) |  61.075(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175886 |               [1-280] |   8.550(/pb) | HLT_HT400_v8(850,1700, |         "L1_HTT100"(1) | 122.149(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175886 |               [1-280] |   8.550(/pb) | HLT_HT450_v8(850,1700, |         "L1_HTT100"(1) | 285.015(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175886 |               [1-280] |   8.550(/pb) | HLT_HT500_v8(850,1700, |         "L1_HTT100"(1) | 427.523(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175886 |               [1-280] |   8.550(/pb) | HLT_HT550_v8(850,1700, |         "L1_HTT100"(1) | 570.030(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175886 |               [1-280] |   8.550(/pb) | HLT_HT600_v1(850,1700, |         "L1_HTT100"(1) |   8.550(/pb) |
|        |                       |              |                  2550) |                        |              |
| 175886 |               [1-280] |   8.550(/pb) | HLT_HT650_v1(850,1700, |         "L1_HTT100"(1) |   8.550(/pb) |
|        |                       |              |                  2550) |                        |              |
